Name,,Open,Close,Change
UNH,12/16/2012,,,closed
UNH,12/20/2012,54.48,55.46,1.80%
UNH,12/30/2012,,,closed
UNH,1/3/2013,53.44,51.99,-2.71%
UNH,1/9/2013,51.59,52.37,1.51%
UNH,1/10/2013,52.52,53.11,1.12%
UNH,1/14/2013,52.87,53.36,0.93%
UNH,1/17/2013,53.76,54.4,1.19%
UNH,1/19/2013,,,closed
UNH,1/25/2013,56.36,56.04,-0.57%
UNH,2/5/2013,57.07,57.77,1.23%
UNH,2/20/2013,56.51,55.21,-2.30%
UNH,2/20/2013,56.51,55.21,-2.30%
UNH,2/21/2013,55.57,55.24,-0.59%
UNH,2/26/2013,53.51,53.05,-0.86%
UNH,3/6/2013,53.56,53.61,0.09%
UNH,3/8/2013,53.97,53.81,-0.30%
UNH,3/13/2013,54.68,54.48,-0.37%
UNH,3/16/2013,,,closed
UNH,3/19/2013,55,55.17,0.31%
UNH,3/24/2013,,,closed
UNH,3/29/2013,,,closed
UNH,4/5/2013,61.92,62.1,0.29%
UNH,4/16/2013,62.18,62.81,1.01%
UNH,4/18/2013,59.39,59.69,0.51%
UNH,4/23/2013,59.47,58.54,-1.56%
UNH,5/1/2013,59.96,59.72,-0.40%
