Name,Date,Open,Close,Change
DIS,8/28/2012,49.44,49.63,0.38%
DIS,10/4/2012,52.72,52.63,-0.17%
DIS,11/9/2012,46.99,47.06,0.15%
DIS,11/17/2012,,,closed
DIS,11/27/2012,49.06,48.6,-0.94%
DIS,12/4/2012,49.25,49.3,0.10%
DIS,12/13/2012,49.61,49.11,-1.01%
DIS,12/31/2012,48.89,49.79,1.84%
DIS,1/15/2013,50.47,51.09,1.23%
DIS,2/4/2013,54.16,53.9,-0.48%
DIS,2/6/2013,55.4,54.52,-1.59%
DIS,4/4/2013,57.28,57.59,0.54%
DIS,4/25/2013,62.01,62,-0.02%
DIS,9/11/2012,51.47,51.56,0.17%
DIS,9/19/2012,51.78,52.7,1.78%
DIS,10/8/2012,52.37,52.33,-0.08%
DIS,10/22/2012,51.81,51.79,-0.04%
DIS,10/30/2012,,,closed
DIS,10/31/2012,51.15,49.12,-3.97%
DIS,11/5/2012,50.81,50.32,-0.96%
DIS,11/9/2012,46.99,47.06,0.15%
DIS,11/20/2012,47.78,48.44,1.38%
DIS,11/29/2012,49.51,49.72,0.42%
DIS,12/5/2012,49.43,49.59,0.32%
DIS,1/16/2013,50.85,51.53,1.34%
DIS,1/22/2013,52.39,52.73,0.65%
DIS,2/1/2013,54.18,54.59,0.76%
DIS,2/6/2013,55.4,54.52,-1.59%
DIS,3/1/2013,54.31,55.33,1.88%
DIS,3/7/2013,56.36,56.32,-0.07%
DIS,3/14/2013,57.35,57.75,0.70%
DIS,3/25/2013,57,56.21,-1.39%
DIS,4/4/2013,57.28,57.59,0.54%
DIS,4/9/2013,58.72,59.14,0.72%
DIS,4/12/2013,60.29,60.55,0.43%
DIS,4/29/2013,62.82,63,0.29%
DIS,5/6/2013,65.09,65.06,-0.05%
DIS,5/7/2013,65.44,66.07,0.96%
DIS,5/3/2013,64.1801,64.8,0.97%
DIS,5/13/2013,66.96,67.32,0.54%
DIS,6/11/2013,63.32,63.8,0.76%
